position,team,player,dmg_performance
Top,Longzhu Gaming,Expession,21.2
Top,Longzhu Gaming,Khan,15.75
Top,KT Rolster,Smeb,15.28
Top,SK Telecom T1,Huni,14.81
Top,Samsung Galaxy,CuVee,9.48
Top,MVP,ADD,7.7
Top,Afreeca Freecs,MaRin,1.36
Top,BBQ Olivers,Crazy,-0.23
Top,SK Telecom T1,Untara,-4.72
Top,Ever8 Winners,Kiin,-4.96
Top,ROX Tigers,Shy,-5.21
Top,Jin Air Green Wings,SoHwan,-5.4
Top,Jin Air Green Wings,ikssu,-7.75
Top,ROX Tigers,Lindarang,-9.04
Top,Ever8 Winners,Helper,-10.25
Top,SK Telecom T1,Profit,-17.21
Top,BBQ Olivers,Part,-18.15
Top,Longzhu Gaming,Rascal,-22.17
Top,Kongdoo Monster,Roach,-25.48
Jungle,Longzhu Gaming,Cuzz,11.53
Jungle,Afreeca Freecs,Mowgli,9.76
Jungle,Samsung Galaxy,Ambition,7.39
Jungle,Longzhu Gaming,Crash,7.25
Jungle,Jin Air Green Wings,UmTi,6.35
Jungle,KT Rolster,Score,5.76
Jungle,SK Telecom T1,Blank,4.23
Jungle,Afreeca Freecs,Spirit,1.81
Jungle,Kongdoo Monster,Punch,-3.45
Jungle,MVP,Beyond,-4.57
Jungle,Ever8 Winners,Malrang,-4.94
Jungle,ROX Tigers,Mightybear,-5.43
Jungle,Samsung Galaxy,Haru,-6.5
Jungle,SK Telecom T1,Peanut,-6.61
Jungle,BBQ Olivers,Bless,-9.91
Jungle,ROX Tigers,Seonghwan,-12.15
Jungle,Ever8 Winners,Comeback,-26.39
Jungle,Jin Air Green Wings,Raise,-30.79
Middle,Longzhu Gaming,Fly,9.23
Middle,ROX Tigers,Mickey,6.63
Middle,Samsung Galaxy,Crown,5.45
Middle,SK Telecom T1,Faker,2.4
Middle,Longzhu Gaming,Bdd,-0.46
Middle,Afreeca Freecs,Kuro,-1.17
Middle,KT Rolster,Pawn,-3.27
Middle,MVP,Ian,-6.52
Middle,ROX Tigers,Lava,-9.36
Middle,BBQ Olivers,Tempt,-10.14
Middle,Jin Air Green Wings,Kuzan,-13.11
Middle,Ever8 Winners,Cepted,-14.38
Middle,Kongdoo Monster,Edge,-27.15
Middle,ROX Tigers,Crow,-40.22
ADC,KT Rolster,Deft,18.42
ADC,Samsung Galaxy,Ruler,16.73
ADC,SK Telecom T1,Bang,15.18
ADC,Longzhu Gaming,PraY,9.24
ADC,Afreeca Freecs,Kramer,8.02
ADC,Jin Air Green Wings,Teddy,1.31
ADC,ROX Tigers,Sangyoon,-2.15
ADC,Samsung Galaxy,Stitch,-2.75
ADC,MVP,MaHa,-6.41
ADC,BBQ Olivers,Ghost,-8.53
ADC,Kongdoo Monster,SSol,-8.75
ADC,Ever8 Winners,Deul,-10.34
Support,Afreeca Freecs,TusiN,21.93
Support,Longzhu Gaming,GorillA,17.2
Support,MVP,Max,16.6
Support,Longzhu Gaming,Gorilla,11.83
Support,Samsung Galaxy,CoreJJ,5.96
Support,SK Telecom T1,Wolf,4.45
Support,KT Rolster,Mata,3.57
Support,ROX Tigers,Key,-0.61
Support,Jin Air Green Wings,SnowFlower,-2.68
Support,Ever8 Winners,Ella,-5.82
Support,BBQ Olivers,Totoro,-10.2
Support,Kongdoo Monster,GuGer,-10.28
Support,Ever8 Winners,Comeback,-15.64
Support,Afreeca Freecs,Tusin,-16.27
